V2,V3,V4,V5,V7,V8,V9,V10,Q1,Q44,Q45_1,Q45_2,Q45_3,Q45_4,Q45_1,Q45_2,Q45_3,Q45_4,Q2,age,gender,self-disc,disc time_1,disc time_2,disc time_3,disc time_4,Q10,learn,learn_time_1,learn_time_2,learn_time_3,learn_time_4,Q13,perform,perf_time_1,perf_time_2,perf_time_3,perf_time_4,Q16,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q19,Q20,Q21_1,Q21_2,Q21_3,Q21_4,Q37,Q38,Q39_1,Q39_2,Q39_3,Q39_4,Q40,Q41,Q42_1,Q42_2,Q42_3,Q42_4,att check,note,note_time_1,note_time_2,note_time_3,note_time_4,Q24,PT_1,PT_2,PT_3,PT_4,PT_5,emp,DG,DG_time_1,DG_time_2,DG_time_3,DG_time_4,LP scale 1_1,LP scale 1_2,LP scale 1_3,LP scale 1_4,LP scale 1_5,LP scale 1_6,LP scale 1_7,LP scale 1_8,LP scale 1_9,Q31_1,Q31_2,Q31_3,Q31_4,LP scale 2_1,LP scale 2_2,LP scale 2_3,LP scale 2_4,LP scale 2_5,LP scale 2_6,LP scale 2_7,LP scale 2_8,Q34_1,Q34_2,Q34_3,Q34_4,Q50,Q46
Default Response Set,Anonymous,,,0,6/21/13 0:13,6/21/13 0:30,1,1,1,,,,,,,,,1,38,1,"Hi, I'm ****. Okay a  little about me. I live in a small town in Georgia. I have 2 daughters that I adore. One has a birthday coming up. I love it. I really enjoy my time with them. The last birthday was so fun and memorable. We thew a big party and just had the best time. We were having fun laughing at jokes. It really was so much fun. I know this next one will be a blast too.",18.881,93.753,250.598,3,,,,,,,1,This happened when my next door neighbors moved in. I liked them right away. It wasn't hard to tell that they were really great people. It would be common to pass each other and interact so I wanted to keep feeling between the two of us very positive. They  have been living there quite a while now and we get along great.,28.798,167.704,186.25,5,,,,,,,,,,,,,,,,,,,1,1,0,0,55.166,0,The guy is depressed because his girl dumped him.,Wow! I'm sorry. If that's interesting I'll do without than you! I have to agree and say that your friends are right. When you break up you don't think there is anyone else but there. I sorry to say that this may not even be the last time it will happen but I think you will find that you are very resilient. Good luck my friend.,16.101,167.932,170.682,2,1,1,7,1,7,1,7,0,29.338,29.338,38.166,1,7,7,7,7,7,7,7,7,7,12.166,55.357,56.154,9,7,7,7,7,7,7,7,7,3.671,39.354,40.245,8,2,1
Default Response Set,Anonymous,,,0,6/21/13 2:48,6/21/13 2:58,1,1,1,,,,,,,,,1,59,2,"I am a senior female, I work in a great career that I love and I am very happy.  Recently I received a promotion and a bonus for some outstanding work that I completed for my company.  This made me very happy and content.",18.422,18.422,102.641,1,1,"I met a great person at work, new to the job, new to my part of the country.  He brought with him a valuable treasure chest of informations from his previous job and state.  I learned a great many things from him that will help me advance in m position.",4.515,4.515,148.61,1,,,,,,,,,,,,,1,1,0,0,37.344,0,,,,,,,,,,,,,The black female's boyfriend broke up with her after being together since jr high school.,"Don't worry, there is more fish in the sea and if he broke up with you then the relationship was not meant to be.  There is something better and more meaningful around the corner waiting for you, just give it a little time and keep you heart and mind open to the possiblilities.",8.547,8.547,94.751,1,1,1,7,1,4,1,7,10,11.172,11.172,15.188,1,7,7,7,1,7,7,7,7,7,5.468,31.719,32.922,9,7,7,6,6,7,7,7,7,4.578,37.828,38.625,8,2,1
Default Response Set,Anonymous,,,0,6/21/13 20:52,6/21/13 21:10,1,1,1,,,,,,,,,1,20,1,"I am an online gamer. I live a boring life playing video games, listening to music, and going to college. All of my friends are online and I play games with them almost every day. I am trying to go into the IT field as I love working on computers.",8.322,8.322,78.995,1,1,"One time I met a girl, let's call her Sally. I thought Sally was a fun and interesting young lady so I became friends with her over a few days of talking and such. So through listening to her stories and her ideals, I slowly learned about who she wanted to show to the general public, which in honesty is what you will find in everyone's personallities when they meet someone new, they try to make a good impression. Slowly though, I learned about her negative attitude and about how she wanted to become an actor. She was also very into Anime and Japanese culture and all that jazz. /  / I became a friend and slowly got closer to her to find out she had some issues of her own and problems with her own values. The whole way I got to figure out her back story, her personal feelings on many problems and her own issues was just by talking to her on AOL Instant messanger. Cheesy right? That's how it happened, anyways... / ",10.075,128.307,111.281,5,,,,,,,,,,,,,,,,,,,1,1,40.182,40.182,40.617,1,,,,,,,A male student talking about how he couldn't get over his ex-girlfriend.,"Stuff happens. Everyone already knows this, but you shouldn't let her get down. I had an issue like that a while ago and while letting the girl go was hard, it's just something that you need to do. Don't rush it. I mean... feeling like utter garbage when that stuff happens just goes to show that you're just human, and nothing can change that. I would say ""Just get over it"" but I know it's not that easy. /  / Good luck on your future endeavors.",4.809,4.809,165.894,1,1,5,7,2,6,1,4,3,12.59,12.59,21.573,1,7,7,5,7,5,7,7,6,7,12.348,69.633,70.299,9,3,6,6,6,7,7,6,6,6.173,79.288,80.152,9,2,1
Default Response Set,Anonymous,,,0,6/22/13 12:35,6/22/13 12:48,1,1,1,,,,,,,,,1,57,2,"I've had a wonderful life, but am currently in a difficult ordeal, including being unemployed. I'm generally an optimistic person, but my resilience is being taxed to the maximum these days. Recently, I was staying temporarily with an acquaintance who it turned out was trying to suck me into a religious cult. I'm still dealing with the shock of it and the relief of getting away, although I realize many people will think I'm exaggerating.",1.31,1.31,109.541,1,1,"I was talking with someone about pet-sitting for his pet for a couple months while he was on vacation. The dog was charming and apparently well-behaved. The house where I would be pet-sitting was so-so, with lots of hunting ""trophies"" (i.e., taxidermied animals and heads) on the wall. The most important thing that helped me evaluate this situation was that the pet-owner treated me respectfully in an obvious way and watched how I interacted with his dog as well. Although he was leaving his pet for a long time he wanted the pet to be well-cared for. I extended my mastery of social situations because I had never pet-sat before and by observing someone's concern about their pet and the interior of their house was making a more important judgment about someone based on this kind of information than I had made in the past.",1.514,125.41,205.564,3,,,,,,,1,1,0,0,37.996,0,,,,,,,,,,,,,,,,,,,Woman's boyfriend of 6 years broke up with her 2 days ago.,"Read your paragraph about an interesting thing that happened to you and just want to let you know that this kind of break-up is certainly not something you can adjust to in a couple days. Give yourself plenty of time to adjust to this and plenty of time to explore your own interests in addition to looking for a new boyfriend. Although the numbness and hurt of such an event can be the biggest feeling right afterwards, you may find that soon you'll experience the excitement and freedom of exploring new opportunities, new friendships and new personal relationships and growing more than you thought possible.",1.221,151.918,167.468,3,1,2,7,1,7,1,6,0,2.221,2.221,9.052,1,6,1,7,7,7,5,5,7,6,6.86,34.737,35.428,10,7,7,1,6,7,7,7,7,4.112,28.568,30.957,8,2,1
Default Response Set,Anonymous,,,0,6/22/13 17:15,6/22/13 17:26,1,1,1,,,,,,,,,1,30,1,i am a 30 yr old married father to 5 children and one is 9 months old. i recently was medically retired from the federal government.,2.039,2.039,65.315,1,1,"I was in the army national guard and met a fellow soldier who just happened to be a practicing Muslim. Now keep in mind this was in 2001 right after 9/11 had taken place and the country was very much on edge. I met this person at a military christmas party that even though was muslim he agreed to attend at the request of the company commander. I think that by getting to know this soldier it helped me and others understand what we percieved as the ""enemy"" were not all bad.",7.498,174.344,215.286,6,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.532,1.532,69.772,1,his girlfriend broke up with him to see other people,i have been in that situation I dated the same girl all through high school and  then she broke up with me after our senior year right before I shipped out to army basic training. it broke my heart and my friends were right beside me to help me out and get me through it.,2.369,2.369,89.805,1,1,4,4,4,4,4,5,0,5.573,10.819,16.291,2,6,6,6,6,6,6,6,6,6,10.906,17.575,18.276,9,6,6,6,6,6,6,6,5,2.167,8.474,10.803,9,2,1
Default Response Set,Anonymous,,,0,6/22/13 20:02,6/22/13 20:08,1,1,1,,,,,,,,,1,25,1,"I am a geniune guy that loves to get to know people if they're willing. I am a gamer and will always be. I have brothers and no sisters. Like to go hiking, play basketball with my friends at least 3 times a week. That's pretty much it.",8.855,8.855,90.05,1,,,,,,,1,"I met this girl once at a supermarket. I bumped into her on accident and we struck up a conversation. We got along great, she was really nice but I never saw her again.",13.87,13.87,63.697,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1.079,0,Friendship,My thoughts are well if the two people get along fine then why can't they be friends.,15.464,29.743,59.395,2,1,7,7,7,7,7,7,0,16.605,16.605,18.408,1,7,7,7,7,7,7,7,7,7,1.089,4.426,6.31,9,7,7,7,1,7,7,1,7,1.165,4.992,6.903,9,2,1
Default Response Set,Anonymous,,,0,6/23/13 2:14,6/23/13 2:32,1,1,1,,,,,,,,,1,62,1,"I am a family oriented white male.I am a father and a life partner.I have recently gotten engaged and it has been a long time coming so I am very excited about that interesting fact.I have a nice home and I believe in hard work to obtain the finer things in life.I believe in god and he has given me so many blessings and so much direction out of life.That is who I am,I am a child of god.",1.149,1.149,179.249,1,,,,,,,1,I wanted my new high school teacher to like me.I had to switch classes because of my learning capacity and I was so afraid she would not be as nice and leniant as my other teacher.I met with her and we went over class rules and the curriculum.She explained she wanted homework turned in on time and tasks done accordingly.She told me she would not tolerate me breaking any rule.I saw how hard she was being with me and I just wanted her to say welcome to my class I am glad to have you.Well I knew that I could get her to like me because I am rather good at making great first impressions with strangers.I just smiled and told her I completely understood everything she had explained and said that I was just glad to be in her class and to have all of her help.I told her that I just knew all of her expertise would help me with my disabilitys.She smiled back and said good now that were friends maybe you won't dissapoint me and I will give you all the expertise i know.So i did get her to like me afterall and it felt really good that i had started out with her on the right foot.,1.199,345.785,409.445,5,,,,,,,,,,,,,1,1,36.734,36.734,37.124,1,,,,,,,that his interesting fact was his breakup with his girlfriend.,"Hello I hope this letter finds you well.I am sorry to hear about your breakup.That type of situation can be quite devastating and it happens to the best of us.Heartache hurts and I know that first hand.It's all you can do though to push forward.Life seems so dark and strange right now.Everybody can turn a light on in a dark place though so remember that.You are bright smart and young,and I have faith that you will find love, real love one day that will be there for an eternity.You will become succesful and lead a very interesting life.It will get better have faith and turn that light on.Thanks",2.707,121.867,218.133,17,1,1,7,1,7,1,6,0,1.527,9.072,13.821,2,7,7,5,7,5,7,1,5,7,4.886,32.541,33.108,10,7,7,7,7,7,7,5,7,2.517,25.859,26.613,8,2,1
Default Response Set,Anonymous,,,0,6/23/13 23:03,6/23/13 23:14,1,1,1,,,,,,,,,1,27,1,"I am a videographer and an avid music fan. I collect the music of the bands I listen to, my collection is heavy on the non-commercial releases - concert recordings and studio outtakes. I also enjoy audio/video taping the bands I go to see. I have taped roughly 50 concerts.  /  / Interesting - I am dating someone older than me. I started a new job 6 months ago. My coworker is a former student of my girlfriend. Small world.",3.455,120.437,207.617,3,,,,,,,1,"Referring to the last statement, I overheard other conversations that the guy I was working with was into computers and gaming; interests that I share. When I was working with him, I brought up these topics, we talked and it kept the day moving. A week later he told me, when he first saw me he didn't think I'd be a nice guy, but turns out he was wrong.",2.716,2.716,132.879,1,,,,,,,,,,,,,1,1,20.276,20.276,25.205,1,,,,,,,guy broke up with his girlfriend of many years.,"Interesting, I don't know. Upsetting, definitely. I've been in a relationship for over 2 years, and can only imagine the upset that I'd be going through if it ended. My friends would likely be telling me the same thing. And, being in the situation, I'd think they're lying. But, from the outside looking in, I'd likely be saying the same thing.",1.439,59.032,121.506,2,1,1,7,1,1,1,6,13,6.227,6.227,16.476,1,7,4,7,7,7,7,7,7,7,6.004,21.956,22.696,9,7,7,7,7,7,7,7,7,24.705,44.601,45.323,9,2,1
Default Response Set,Anonymous,,,0,6/24/13 0:54,6/24/13 1:05,1,1,1,,,,,,,,,1,19,2,"I recently got married and am getting ready to move into a new house my husband and I just bought. I like games, movies, and being around family and friends. ",0,0,0,0,1,"When I first moved to Arizona from New York, I didn't know anyone in Arizona. I went to a college group with people from my church and was shocked at how different they were from people in New York. It took me a little bit to get used to how everyone was outgoing and talkative and didn't have any trouble talking to me, the new girl.  / The people in the group had very few boundaries unlike the people in New York. After a couple months of living in Arizona, I too was outgoing and talkative and can have a conversation with just about anyone. ",0,0,0,0,,,,,,,,,,,,,1,1,0,0,0,0,,,,,,,,,,,,,Her boyfriend broke up with her.,"I'm sorry that your boyfriend broke up with you. That's always tough, especially since you were together such a long time. As cliche as it sounds, eventually time will make everything better again. I've found that listening to angry breakup songs and doing a lot of draining activities like running, swimming, or hiking tend to help.  / I hope that you find someone new that wants to be with you forever, loves you for who are you, and doesn't want to change a thing about you. Having that special someone can be the best thing that will happen in your life. I know my special person is. ",0,0,0,0,1,1,6,1,6,1,6,14 cents,0,0,0,0,5,3,6,6,6,5,4,6,6,0,0,0,0,6,6,5,5,6,7,5,6,0,0,0,0,2,1
Default Response Set,Anonymous,,,0,6/17/13 1:24,6/17/13 1:24,0,1,1,,,,,,,,,1,49,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,6/17/13 1:36,6/17/13 1:54,0,1,1,,,,,,,,,1,47,2,I am in graduate school studying higher education and student personnel. I enjoy basketball and football games. Somrthing interesting that has happened to me recently is that three of my friends and I are collaborating on building a website and we are having lots of fun. ,21.075,21.075,137.029,1,,,,,,,1,"I met a co-worker that I had been interested in gettng to know better for quite some time. We were finally able to get our calendars syned up and found a day we could go to lunch. I was hopeful, but the conversation was a little forced and we never went to lunch again. Our work relationship remained the same. My coworker is no longer my coworker because my coworker now works somewhere else, thus we are no longer coworkers.",34.18,34.18,237.024,1,,,,,,,1,1,0,0,57.392,0,,,,,,,,,,,,,A young lady had a break up with a young man she had dated since high school.,"My thoughts about the breakup are that, while there is acute hurt initially, time takes care of that eventually. And it is true, you will meet someone who fills your mind and heart with new thoughts about your future.",22.866,22.866,132.302,1,1,2,6,1,6,1,5,0,24.876,24.876,29.765,1,7,6,6,5,5,7,7,7,6,11.022,65.077,66.915,10,7,7,6,6,6,7,6,5,5.998,61.209,63.016,9,2,
Default Response Set,Anonymous,,,0,6/17/13 1:24,6/17/13 1:58,0,1,1,,,,,,,,,1,25,1,"I currently live in a small city in downeast Maine.  I play drums and have for 10 years and will soon be leaving to play on tour around the United States full time.  I enjoy video games, music, and being outdoors.",3.53,3.53,49.827,1,,,,,,,1,"I recently was in the same social group with a female who has mutual friends.  She was a fan who was attending my bands concert.  This made it a bit easier as she was happy to meet me.  Recently single, I obviously want to meet single females, and its important to maintain a good relationship with my bands fans.  After signing a CD and Tshirt I invited her to the bar for a drink and began to ask about her.  After a brief conversation about that, she quickly turned the conversation to me and my professional life playing drums in a band.  It was a very good exchange and was entirely positive.  I was able to convey that I am friendly and a cool person to talk to, not just someone who plays in a band and only talks to fans for them to buy merchandise.",1.753,100.481,210.388,2,,,,,,,,,,,,,1,1,2.571,10.729,20.796,19,,,,,,,To tell the reader a little bit about himself and that he and his girlfriend had recently broken up.,"Hello there, /  / Very sorry to hear about you and your girlfriend breaking up.  I recently broke up with my girlfriend of ten years who I had dated since I was a sophomore.  It is a very hard and strange thing to go through, but people change and there is no point in being in a relationship with someone who is not happy with you.  It will only create struggle, fights and more unhappiness.  College is a good time for a breakup, as everyone is usually more focused on partying than they are studying.  Give it a few weeks to get your head back on straight and go hit some parties.  There are plenty of other women out there, and you should not spend any more time than you need to get over her.  It will be her loss in the end.",1.601,153.226,153.564,2,1,1,7,1,7,1,7,0,1.464,1.464,13.504,1,5,7,7,7,7,7,7,7,7,5.939,33.907,34.342,10,7,7,3,7,7,7,7,7,3.391,80.025,80.442,8,2,
Default Response Set,Anonymous,,,0,6/17/13 2:31,6/17/13 2:31,0,1,1,,,,,,,,,1,55,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,6/17/13 5:59,6/17/13 6:00,0,1,1,,,,,,,,,1,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,6/17/13 7:32,6/17/13 7:32,0,1,1,,,,,,,,,1,47,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,6/17/13 9:00,6/17/13 9:02,0,1,1,,,,,,,,,1,26,1,"I'm a systems engineer that enjoys playing music in a band.  I also like to partake in nice wines and gourmet dinners.  I can't always afford to do that, but I like to save up money in order to do it.  I recently bought a house with my fiancee.  We're still moving in, but it is a challenge and an exciting one!  ",0.838,48.086,82.901,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,6/24/13 11:22,6/24/13 11:41,1,1,1,,,,,,,,,1,54,2,I am a 54 year old wife and mother of one son. I have been working in the healthcare field for over 30 years. I am active in church and love baseball and football. I enjoy working in the yard and cooking. The interesting thing that has happened to me recently is that I am helping my son and his fiance plan their wedding and it has been a very exciting and time-consuming experience.,3.249,3.249,150.96,1,,,,,,,1,I met my new boss about a year ago and it was very important to portray myself as likeable as well as competent and efficient. That became much easier when I realized that my boss was a huge fan of the same college football team as myself.,1.78,1.78,100.882,1,,,,,,,1,1,0,0,33.662,0,,,,,,,,,,,,,She has been devastated over the breakup of herself and her boyfriend.,"All I can tell her is that I have a 25 year old son and I understand what she is going through. My son and his  girlfriend of over 2 years broke up last year and he was rather lost without her. Almost a year later, he met a young woman that made him glad that the previous relationship did not work out and they are now planning their wedding, There is a reason for everything that happens in this world.",1.406,1.406,135.786,1,1,1,6,2,6,1,5,0,14.417,14.417,18.4,1,6,3,6,7,6,6,5,6,5,8.263,203.827,208.997,11,6,6,3,6,6,7,6,6,9.559,112.995,117.01,10,2,1
Default Response Set,Anonymous,,,0,6/17/13 14:35,6/17/13 14:36,0,1,1,,,,,,,,,1,44,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,6/18/13 3:27,6/18/13 3:27,0,1,1,,,,,,,,,1,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,6/25/13 3:23,6/25/13 3:29,1,1,1,,,,,,,,,1,39,2,I am a almost middle aged woman who lives in chronic pain due to a tumor in my spine. I try to make the best of my life though. I like to go to yard sales for something to do that is the most interesting thing I do.,1.464,1.464,76.151,1,1,When I met the neighbor when she trespassed into my apartment with her dog when I was trying to move in she walked right into my place without even asking. I was not very happy.  / I had to learn patience with this lady for sure. She has no boundaries at all.,10.468,10.468,94.403,1,,,,,,,1,1,0,0,12.664,0,,,,,,,,,,,,,,,,,,,To write something interesting and they did,Sorry that you and your boyfriend broke up. It is tough to go through that. ,1.75,1.75,41.595,1,1,2,2,4,3,3,5,0,6.831,6.831,14.46,1,5,4,4,4,4,5,5,5,4,4.063,16.603,17.556,11,6,4,5,6,4,7,4,4,2.745,12.62,14.682,8,2,1
Default Response Set,Anonymous,,,0,6/25/13 3:27,6/25/13 3:42,1,1,1,,,,,,,,,1,19,1,"I'm a medium to heavy build male.  I've played guitar and piano my whole life, and I recently just declared a second major.",2.79,2.79,42.378,1,,,,,,,1,"Today I had my first day of History of Jewish Music.  It's a class of only 3 people, of whom I am the only male.  I had to be likeable so I can maintain good rapport with the small group.",3.027,3.027,65.366,1,,,,,,,,,,,,,,,,,,,1,1,5.068,10.749,25.407,4,The man was upset that he and his girlfriend broke up recently.,"I'm sorry to hear about that man, that's a real bummer.  Keep your head up though, I'm sure you will find others.  There are many people out there who don't even have the likeability to find someone in the first place, be thankful you are not one of those and move on.",1.21,1.21,64.411,1,1,5,5,4,5,5,4,0,12.524,12.524,29.375,1,5,5,6,7,6,5,5,6,6,5.161,37.733,38.531,12,6,6,5,6,7,7,6,6,7.317,64.946,65.906,11,2,1
Default Response Set,Anonymous,,,0,6/25/13 3:46,6/25/13 4:02,1,1,1,,,,,,,,,1,25,2,"I am a wonderful person to get along with although i am blunt at times. I had a wonderful addition to my little family on christmas day. All the pain and anguish i went through i got the best mircale i ever hoped for. He's my everything, seeing him and how i wanted to better his life i decided to go back to college for my bachelors degree in the medical field. Not only do i have this miracle but another one is on it's way. My husband and I have had failed attempts after failed attempts for 3 years and 5 miscarriages and now we will be having two wonderful bundles of joy.",1.192,1.192,176.294,1,,,,,,,1,"I had gone to my husbands family reunion. I wanted to be judge favorably by everyone, and i was over weight. I overcame this by working out every day hitting the gym hard. I went to the gym three times a day, not only was i feeling good about myself but seeing how other's percieved me made me feel wonderful. In three months time i lost 80 lbs. So we went to the family reunion and everyone seemed to enjoy my presence. I was looking good and feeling good with a postive attitude. My husbands father then pulled me aside and said im glad your my son's wife. With all of this said excersise and dieting can make you feel like a new person inside and out.",2.167,91.33,273.424,3,1,1,3.04,6.132,34.179,3,,,,,,,,,,,,,,,,,,,Her bf breaking up with her.,"Sweetie Boyfriends come and go. Find your true love don't let him break you down. Anyone can be a strong person when they put their minds to it. On the other hand if you love him and if its something fixable fix it. Don't let it stay broken forever for someone else to fix. Don't hound him at first act more of a friend than an ex girlfriend. Guys don't like head games either, play it cool just if he ask's why are you so nice. Say something like well i never really had the chance to be nice to you. Throw some flirts in there. Your a strong women!",1.568,1.568,186.88,1,1,1,7,1,7,1,6,25,25.212,41.679,44.366,3,7,7,7,7,7,7,7,7,7,7.692,42.405,43.25,10,7,7,7,2,6,7,7,7,4.198,51.008,51.777,11,2,1
Default Response Set,Anonymous,,,0,6/25/13 4:06,6/25/13 4:11,1,1,1,,,,,,,,,1,25,1,"I am 25, work full time and love to go camping when I have the time. One of my favorite hobbies is gaming. I have a wonderful family that just recently bought me some games which was unexpected but great at the same time.",6.637,78.891,79.444,2,1,I met the new worker at my job. He was sorta quiet for the most part and kind of off putting. Well I was assigned to work with him one day and it started out great. He was actually real friendly and super easy going. We became good friends after that and had more in common then first thought.,8.818,15.818,89.949,2,,,,,,,,,,,,,,,,,,,1,1,0,0,2.821,0,,,,,,,Athletic young man,He is a young guy who is obviously just had something totally interesting thing just happen to him. ,10.873,49.258,49.573,4,1,7,7,7,7,7,7,0,9.32,9.32,11.232,1,7,7,7,1,7,1,1,7,7,3.896,9.641,10.197,10,7,7,7,7,7,7,7,7,2.288,6.601,7.126,11,2,1
Default Response Set,Anonymous,,,0,6/25/13 5:59,6/25/13 6:09,1,1,1,,,,,,,,,1,36,1,"I am a writer who is currently trying to get his first book published.  While I am doing that, i am doing various other things to make ends meet.  One of the things is working Amazon's Mturk.  This service shows me all sorts of weird and unusal jobs including one where you have to click ona  bird's throat.  Very interesting and keeps the day lively.  ",0.99,0.99,87.882,1,1,"I was working at a fraternity service event.  During this time I was helpign people who were either homeless or nearly homeless.  While serviing them food, I got to know them a little bit.  Each had an interesting story to tell and it seemed as if things had fallen apart for most of them through no fault of their own. /  / I learned that even if someone is poor and undervalued, does nto mean they are bad people.  I also learned how being poor may not nessisarily be their fault.  In the end I learned a lot from that situation and have done it numerous times afterward.  ",1.662,1.662,152.009,1,,,,,,,,,,,,,,,,,,,1,1,0,0,36.876,0,,,,,,,THat his girl friend essentially dumped him and he's having a hard time getting over it.,"When she dumped you, she was only thinking of herself.  No matter what excuses she used, she was never thinking of you.  Like your friends mentioned, there will be other women out there.  Plus a few who are justr ight for you.  You know them because they will care about you as much as themselves.  They will see you for who you really are.",0.947,0.947,89.075,1,1,2,6,4,3,2,5,25,1.232,3.322,25.418,2,4,5,6,5,5,6,5,5,5,10.797,41.553,43.17,9,5,6,6,6,6,6,6,5,4.437,17.882,18.745,8,2,1
Default Response Set,Anonymous,,,0,6/25/13 7:50,6/25/13 7:59,1,1,1,,,,,,,,,1,27,2,"I am a young wife and mother. I work full time, and do my best to be available for my son and husband at home. I keep a decent house, and try to stay active. I love to cook and read, and my husband is my best friend. /  / Recently, I ran into an old friend of ours with whom we had a falling out. She was attempting to be ""so nice,"" and chipper it made me sick. She has run around since our fallout with her and her husband (we were friends with the husband before they were married, and she started excluding any of his friends who had wives/girlfriends she was threatened by), saying rude things about us, as though it was grade school again. She's an absurd woman, and having seen her and watched her try to ask specifics about our life so she could spin them to others was ridiculous.",0.859,0.859,183.567,1,1,"I had to recently get to know a new coworker. She (by reputation from another department) couldn't be any more different from me. She's highly religious, very quiet, and seems...boring. Once I got to know her though, it turns out she was a ton of fun. She's not at all judgemental of others, and quite chatty with those she knows. I had to give her the chance to be ""cool"" to be around, and voila, she was.",0.679,58.611,88.494,3,,,,,,,1,1,11.726,13.172,17.109,4,,,,,,,,,,,,,,,,,,,"She had just split up with her boyfriend (his initiation), and is sad about that.","Hey, breakups suck. Sometimes people just are in different places, and you have a ton of potential interests at your disposal right now. You need to let yourself be upset for a while, though. Don't beat yourself up for being sad, because that's totally okay. Give yourself a timeframe where you have a ""free pass"" to be sad, and at the end of it, decide that you'll start trying to move on.  /  / Get out there, meet some new people -- even if you just meet new friends -- it'll give you some positivity in your social life.",0.735,0.735,104.815,1,1,1,7,2,7,1,5,12,1.032,1.032,9.672,1,6,5,7,7,7,6,7,7,7,3.328,27.36,28.102,10,7,7,5,5,7,7,7,7,3.765,20.102,20.61,8,2,1
Default Response Set,Anonymous,,,0,6/25/13 9:12,6/25/13 9:19,1,1,1,,,,,,,,,1,32,2,"I am very boring, and nothing interesting has happened recently. I go about my day to day activities the same way at all times. Boring, boring, boring.",6.552,6.552,40.925,1,,,,,,,1,"I collect dolls and went to a doll meet. There I met K, and made quick friends with her by showing that we had shared interests regarding dolls. / We were close friends for a while, before she finally decided that I was too stupid to remain friends with. K is very intelligent and artistically inclined. I don't share those traits.",11.951,68.606,87.312,2,,,,,,,1,1,0,0,31.493,0,,,,,,,,,,,,,She was dumped and is concerned about it.,"Dear Anonymous, Your friends are right. You will meet other people, and apparently you should. This guy didn't value your companionship as much as you did his. I'm sorry that it's bothering you, but don't dwell on it.",1.518,52.437,67.855,2,1,1,7,7,7,1,6,10,14.335,14.335,21.145,1,7,7,5,5,5,7,4,7,4,3.03,28.43,29.018,10,7,7,7,7,7,7,7,7,2.387,23.674,24.782,9,2,1
Default Response Set,Anonymous,,,0,6/25/13 13:23,6/25/13 13:28,1,1,1,,,,,,,,,1,19,1,"I like to make jokes, chill and play sports",1.13,1.253,13.379,2,,,,,,,1,I once met someone who looked exactly like Bin Laden. I kid you not! he was a cool guy and we chilled every once in a while. But then i called him bin laden once and he got maddd! sorry Bin.,1.06,157.4,192.338,3,,,,,,,,,,,,,,,,,,,1,1,0,0,1.244,0,I didnt like it..,I felt like this study shouldnt have only been for us white people. there are more diverse people that can answer as honest as we do.,0.728,0.728,29.964,1,1,6,6,6,6,6,5,25... doesnt hurt me,1.622,8.23,8.584,4,3,5,5,5,5,5,5,5,5,1.064,5.701,7.364,11,5,5,4,5,6,6,5,6,1.18,5.254,5.72,11,2,1
